id,text,class
15365,当月 帐单 只有 五百多 么 块 授信 RMB 也 有 客服 打电话 让 你 分期 ， 可以 想像 中信 有 多 差 了 么 ？,0
15366,当月 帐单 只有 一百多 块 RMB 也 有 接线员 打电话 让 你 分期 ， 可以 想像 中信 有 多 差 了 么 ？,0
15367,当月 帐单 只有 五百多 块 RMB 也 有 客服 打电话 让 你 分期 ， 可以 想像 中信 有 多 差 了 么 ？,0
15368,中信 卡 利息 真高 ， 真坑 建议 最好 不要 用 ， 我 现在 入坑 没法 了 ， 只能 慢慢 上岸 了,0
15369,中信 卡 利息 真高 ， 真坑 ， 建议 惟一 不要 用 ， 我 现在 入坑 了 ， 没法 了 ， 只能 一下子 上岸 了,0
15370,中信 卡 利息 真高 ， 真坑 ， 建议 最好 不要 用 ， 我 现在 入坑 了 ， 没法 了 ， 无须 慢慢 上船 了,0
15371,中信 卡 利息 真高 ， 真坑 ， 建议 最好 不要 用 ， 信达 我 现在 入坑 了 ， 没法 根本无法 了 ， 只能 慢慢 上岸 了,0
15372,中信 卡 利息 真高 ， 真坑 了 建议 最好 不要 用 ， 我 现在 入坑 了 ， 没法 了 只能 ， 慢慢 上岸 ，,0
15373,中信 卡 利息 真高 ， 真坑 ， 建议 了 不要 用 ， 我 现在 入坑 最好 ， 没法 了 ， 只能 慢慢 上岸 了,0
15374,中信 卡 利息 真高 ， 真坑 ， 建议 强烈建议 最好 不要 用 ， 我 现在 入坑 今天 了 ， 没法 了 ， 只能 慢慢 上岸 了,0
15375,中信 卡 利息 真高 ， 真坑 ， 建议 最好 不要 用 ， 我 现在 入坑 了 ， 没法 了 ， 只能 慢慢 上岸 了,0
15376,太坑 了 中信 、 普通卡 的 时候 不停 通知 说 可以 升 白金卡 了 、 然后 我升 了 、 还 了 这点 几个 月款 、 我 我局 嘞 俩个 它 、 额度 越加 掉 的 越 快 了,0
15377,李浩 了 中信 、 普通卡 的 时候 不时 通知 说 可以 升 白金卡 了 、 然后 我升 了 、 还 了 几个 月款 、 我 嘞 俩个 它 、 额度 掉落 的 越 快 了,0
15378,太坑 了 中信 、 普通卡 的 时候 说 升 白金卡 了 、 然后 我升 了 、 还 了 几个 月款 、 我 俩个 、 额度 掉 的 越 快 了,0
15379,太坑 了 中信 、 普通卡 的 时候 不停 通知 说 可以 升 白金卡 了 、 然后 我升 了 、 还 了 数个 月款 、 我 嘞 俩个 它 、 额度 碎 的 越 快 了,0
15380,太坑 了 中信 、 普通卡 、 时候 不停 通知 说 可以 升 白金卡 了 、 然后 我升 嘞 、 还 了 几个 月款 、 我 掉 俩个 它 的 额度 了 的 越 快 了,0
15381,太坑 可以 中信 、 普通卡 的 时候 了 通知 说 不停 俩个 白金卡 了 、 然后 我升 了 、 还 了 几个 月款 、 我 嘞 升 它 、 额度 掉 的 越 快 了,0
15382,太坑 了 中信 、 普通卡 的 时候 不停 通知 说 可以 升 白金卡 了 、 然后 了 、 还 月款 、 我 嘞 俩个 它 、 额度 掉 的 越 快 了,0
15383,太坑 了 中信 、 普通卡 的 时候 不停 通知 说 可以 升 白金卡 了 、 然后 我升 了 、 还 了 几个 月款 、 我 嘞 俩个 它 、 额度 掉 的 越 快 了,0
15384,招行 好 ， 我 的 也 是 招行 ， 中信 被 倒 过 一回 也 果断 注销 了 将人 ！,1
15385,招行 好 ， 我 的 也 是 招行 ， 中信 被 滚 过 一回 也 果断 注销 了 ！,1
15386,招行 好 ， 我 的 也 是 招行 ， 被 倒 一回 也 果断 注销 了 ！,1
15387,宁波银行 招行 好 ， 我 的 也 是 招行 ， 中信 被 倒 过 一回 也 果断 注销 了 ！,1
15388,招行 好 ， 我 被 也 是 招行 ， 中信 的 倒 过 一回 也 果断 注销 了 ！,1
15389,招行 好 ， 我 的 也 是 招行 ， 国泰 被 倒 过 一回 也 果断 注销 了 ！,1
15390,招行 好 ， 我 的 也 是 中信 被 倒 过 一回 也 果断 注销 了 ！,1
15391,招行 好 ， 我 的 也 是 招行 ， 中信 被 倒 过 一回 也 果断 注销 了 ！,1
15392,招商银行 信用卡 确实 比 中信银行 信用卡 好 中信银行 ， 又 比 中国银行 信用卡 好太多 ， 垃圾场 最 的确 垃圾 的 是 中国银行 信用卡,0
15393,招商银行 信用卡 确实 比 中信银行 信用卡 垃圾 中信银行 ， 又 比 信用卡 信用卡 好太多 ， 最 好 的 是 中国银行 中国银行,0
15394,招商银行 信用卡 确实 比 中信银行 信用卡 好 中信银行 ， 又 信用卡 好太多 ， 垃圾 是 中国银行 信用卡,0
15395,工行 信用卡 确实 比 中信银行 信用卡 好 中信银行 ， 又 比 中国银行 信用卡 好太多 ， 最为 垃圾 的 是 中国银行 信用卡,0
15396,招商银行 信用卡 确实 比 光大银行 信用卡 好看 光大银行 ， 又 比 中国银行 信用卡 好太多 ， 最 垃圾 的 是 中国银行 信用卡,0
15397,招商银行 信用卡 确实 比 中信银行 中信银行 ， 又 比 中国银行 信用卡 好太多 ， 最 垃圾 是 中国银行 信用卡,0
15398,招商银行 信用卡 确实 比 中信银行 信用卡 好 中信银行 ， 又 中国银行 比 中国银行 信用卡 好太多 相比之下 ， 最 垃圾 的 是 中国银行 信用卡,0
15399,招商银行 信用卡 确实 比 中信银行 信用卡 好 中信银行 ， 又 比 中国银行 信用卡 好太多 ， 最 垃圾 的 是 中国银行 信用卡,0
15400,中信 毕竟 差 ， 国人 都 知道 ， 谁 用 谁 堵心,0
15401,中信 确实 差 谁 国人 都 知道 ， 谁 用 ， 堵心,0
15402,既然 中信 确实 差 ， 国人 都 知道 ， 谁 用 谁 堵心,0
15403,差 确实 中信 ， 国人 都 知道 ， 谁 用 谁 堵心,0
15404,中信 确实 ， 国人 都 知道 谁 用 谁 堵心,0
15405,中信 确实 差 ， 国人 虽然 知道 ， 谁 用 谁 堵心,0
15406,中信 确实 差 ， 国人 都 知道 ， 谁 奇差 用 谁 堵心,0
15407,中信 确实 差 ， 国人 都 知道 ， 谁 用 谁 堵心,0
15408,我 这么 多年 用卡 经验 太多 中信 跟 招商 不在 一个 层次 中 信差 ， 了,0
15409,不在意 我 这么 多年 用卡 经验 ， 中信 跟 招商 不在 一个 层次 中 信差 太多 了,0
15410,我 这么 多年 用卡 经验 ， 中信 跟 招商 不在 一个 层次 中 太多 了,0
15411,我 这么 多年 用卡 经验 ， 中信 跟 招商 不在 了 层次 中 信差 太多 一个,0
15412,我 这么 多年 用卡 经验 ， 中信 跟 招商 不在 一个 层次 中 信差 中联 太多 了,0
15413,我 这么 多年 用卡 经验 ， 中信 跟 不在 一个 层次 中 太多,0
15414,我 这么 多年 用卡 经验 ， 中信 跟 招商 不在 一个 层次 中 信差 太多 了,0
15415,我 这么 多年 用卡 经验 ， 中信 跟 招商 不在 一个 层次   中 信差 太多 了,0
15416,中信 信用卡 确实 不怎么样 ， 用 了 接近 两年 我 注销 了,0
15417,中信 信用卡 确实 不怎么样 ， 用 了 吻合 两年 我 就 注销 了,0
15418,中信 信用卡 确实 不怎么样 ， 用 了 接近 两年 我 就 注销 了,0
15419,中信 信用卡 确实 ， 不怎么样 用 了 接近 两年 我 就 注销 了,0
15420,中信 信用卡 确实 不怎么样 ， 用 了 她 接近 两年 我 就 注销 了,0
15421,中信 信用卡 确实 不怎么样 ， 用 了 接近 两年 我 就 注销 了,0
15422,中信 信用卡 确实 持卡人 不怎么样 ， 用 了 接近 两年 我 就 注销 了,0
15423,中信 信用卡 确实 不怎么样 ， 用 了 接近 两年 我 就 注销 了,0
15424,中信 真的 很 垃圾 实话 办理 储蓄卡 确实 得 刁难 你 ， 还办 什么 信用卡 ， 一辈 不用,0
15425,中信 ， 很 垃圾 实话 办理 储蓄卡 都 得 刁难 你 ， 还办 什么 信用卡 真的 一辈 不用,0
15426,中信 真的 很 垃圾 实话 办理 储蓄卡 都 得 刁难 你 ， 还办 什么 信用卡 一辈 ， 不用,0
15427,中信 代办 真的 很 垃圾 实话 办理 储蓄卡 都 得 刁难 你 ， 还办 什么 信用卡 ， 一辈 不用,0
15428,中信 真的 很 实话 办理 储蓄卡 都 得 刁难 你 ， 还办 什么 ， 一辈 不用,0
15429,中信 真的 很 垃圾 实话 办理 储蓄卡 都 得 刁难 你 ， 还办 什么 信用卡 ， 一辈 不用,0
15430,中信 真的 很 垃圾 实话 申报 储蓄卡 都 得 刁难 你 ， 还办 什么 信用卡 ， 一辈 不用,0
15431,中信 真的 很 垃圾   实话   办理 储蓄卡   都 得 刁难 你 ， 还办 什么 信用卡 ， 一辈 不用,0
15432,招行 用 着 是 真的 舒服 ， 中信 那坑 比 玩意 不懂 什么 ， 把 我 自动 还款 的 卡 禁用 了 ， 害 我 还款 两次 了,0
15433,招行 用 着 寄 她 是 真的 舒服 ， 中信 那坑 比 玩意 不懂 发 什么 神经 ， 把 我 自动 还款 的 农行 卡 禁用 了 ， 就算 害 我 还款 逾期 ， 两次 了,0
15434,招行 用 着 是 真的 难受 ， 中信 那坑 比 玩意 不懂 递 什么 神经 ， 把 我 自动 还款 的 农行 卡 禁用 了 ， 中伤 我 还款 逾期 ， 两次 了,0
15435,招行 用 着 是 真的 舒服 ， 中信 那坑 比 玩意 不懂 发 什么 神经 ， 禁用 的 自动 还款 还款 农行 卡 把 了 ， 害 我 我 逾期 ， 两次 了,0
15436,， 还款 害 是 真的 舒服 招行 中信 那坑 比 玩意 不懂 发 什么 神经 ， 把 我 自动 还款 的 农行 卡 禁用 了 ， 着 我 用 逾期 ， 两次 了,0
15437,招行 用 着 是 真的 舒服 ， 中远 那坑 比 玩意 不懂 发 什么 神经 ， 把 我 全自动 还贷 的 农行 卡 禁用 了 ， 害 我 还贷 逾期 ， 两次 了,0
15438,招行 用 着 是 真的 舒服 中信 那坑 比 玩意 不懂 发 什么 神经 ， 把 我 自动 的 农行 卡 禁用 了 ， 害 我 还款 ， 两次 了,0
15439,招行 用 着 是 真的 舒服 ， 中信 那坑 比 玩意 不懂 发 什么 神经 ， 把 我 自动 还款 的 农行 卡 禁用 了 ， 害 我 还款 逾期 ， 两次 了,0
15440,投诉 ， 天天 我 打电话 ， 骂人,0
15441,投诉 ， 银行 天天 给 ， 打电话 我 我 想 骂人,0
15442,投诉 ， 银行 天天 给 我 打电话 ， 我 银行业务 想 骂人,0
15443,投诉 银行 天天 给 我 打电话 ， 想 骂人,0
15444,投诉 ， 银行 天天 给 我 打电话 ， 我 想 咒骂,0
15445,给 ， 银行 天天 投诉 我 打电话 ， 我 想 骂人,0
15446,投诉 ， 银行业务 天天 给 我 打电话 ， 我 想 骂人,0
15447,投诉 ， 银行 天天 给 我 打电话 ， 我 想 骂人,0
15448,毫无 头绪 ， 都 绝不 知道 从 哪里 开始 ， 一身 菜卡 。 想 注销 几个,0
15449,有心 毫无 头绪 ， 都 不 知道 从 哪里 开始 ， 一身 菜卡 。 想 注销 几个,0
15450,毫无 头绪 一身 都 不 知道 从 哪里 开始 ， ， 菜卡 。 想 注销 几个,0
15451,头绪 ， 都 不 知道 从 哪里 开始 一身 。 想 几个,0
15452,毫无 头绪 ， 都 不 知道 开始 一身 菜卡 。 注销 几个,0
15453,毫无 头绪 ， 都 不 知道 从 哪里 开始 ， 一身 菜卡 不够 。 想 注销 几个,0
15454,毫无 头绪 ， 都 不 知道 从 哪里 开始 ， 一身 菜卡 。 想 摘牌 几个,0
15455,毫无 头绪 ， 都 不 知道 从 哪里 开始 ， 一身 菜卡 。 想 注销 几个,0
15456,我 还要 倒霉 都 提额 妈 的 给 我 打电话 现金 分期 她 ， ， 谈 好 了 1 万分 18 期 .... 结果 不 真的 卧槽 了 通过 见鬼 了,0
15457,我 还要 倒霉 ， 她 妈 的 给 我 打电话 大额 分期 提额 ， 都 谈起 好 了 1 万分 18 期 .... 结果 不会 通过 卧槽 了 真的 见鬼 了,0
15458,我 还要 倒霉 ， 她 妈 的 给 我 打电话 现金 分期 提额 ， 都 谈 了 1 万分 18 期 .... 结果 通过 卧槽 了 真的 见鬼 了,0
15459,我 还要 倒霉 现金 她 妈 的 给 我 打电话 ， 分期 提额 ， 都 谈 好 了 通过 万分 18 期 .... 结果 不 1 卧槽 了 真的 见鬼 了,0
15460,我 还要 倒霉 ， 她 妈 的 给 我 打电话 现金 分期 ， 都 谈 好 了 万分 18 期 .... 结果 不 通过 卧槽 真的 见鬼 了,0
15461,我 还要 倒霉 ， 或者说 她 妈 的 线鳍 给 我 打电话 现金 分期 提额 ， 都 谈 好 了 1 万分 18 期 .... 结果 不 通过 卧槽 了 真的 真的 见鬼 了,0
15462,我 还要 倒霉 ， 她 妈 的 给 我 打电话 现金 分期 提额 总金额 ， 都 谈 好 了 1 万分 18 期 .... 结果 来电 不 通过 卧槽 了 真的 见鬼 都 了,0
15463,我 还要 倒霉 ， 她 妈 的 给 我 打电话 现金 分期 提额 ， 都 谈 好 了 1 万分 18 期 .... 结果 不 通过 卧槽 了 真的 见鬼 了,0
15464,此事 仍 未解决 ? ? ? ? 银行 的 效率 漂亮 低,0
15465,此事 仍 未解决 ? 低 ? ? ? 银行 的 效率 好 低,0
15466,此事 仍 未解决 ? ? ? ? 银行 的 效率 糟 低,0
15467,此事 仍 未解决 ? ? ? ? 银行 的 甚至于 效率 好 低,0
15468,此事 仍 未解决 ? ? ? 银行 的 效率 好 低,0
15469,此事 仍 未解决 ? ? ? ? 银行 的 效率 好 低,0
15470,此事 仍 未解决 ? ? ? ? 银行 的 效率 好 低,0
15471,此事 仍 未解决 ? ? ? ? 银行 的 效率 好 低,0
15472,我 不 没说 是 没 公积金 批鼎雅 。 一定 ， 楼主 自己 有 什么 幼稚 的 内容 相信 出来 ， 就 在 这 骗 大家 送 人头,0
15473,不 相信 ， 没 公积金 批鼎雅 。 一定 是 楼主 自己 有 什么 幼稚 的 内容 没说 出来 ， 就 在 这 骗 大家 送,0
15474,我 人头 相信 ， 没 公积金 批鼎雅 。 一定 是 楼主 自己 有 什么 在 的 内容 没说 出来 ， 就 幼稚 这 骗 大家 送 不,0
15475,我 不 相信 ， 没什么 公积金 批鼎雅 。 一定 是 楼主 自己 有 什么 幼稚 的 内容 没说 出来 ， 就 在 这 骗 大家 送 nominated,0
15476,我 乃是 不 相信 ， 没 公积金 批鼎雅 。 一定 是 楼主 自己 有 什么 幼稚 的 内容 没说 出来 ， 就 在 这 骗 大家 也 送 人头,0
15477,我 不 相信 ， 没 公积金 的 批鼎雅 。 一定 是 楼主 自己 有 什么 幼稚 的 内容 没说 出来 的的 ， 就 在 这 骗 大家 送 人头,0
15478,我 不 相信 ， 公积金 批鼎雅 。 一定 是 楼主 自己 有 什么 幼稚 的 内容 没说 出来 ， 就 在 这 骗 大家 送 人头,0
15479,我 不 相信 ， 没 公积金 批鼎雅 。 一定 是 楼主 自己 有 什么 幼稚 的 内容 没说 出来 ， 就 在 这 骗 大家 送 人头,0
15480,我 自己 手动 提 过 两次 ， 反应速度 都 是 秒 提 ， 速度 很快 的,1
15481,我 自己 手动 提 过 两次 的 都 是 秒 提 ， 速度 很快 ，,1
15482,我 自己 手动 提 过 两次 ， 都 是 秒 提 ， 速度 不久 的,1
15483,我 自己 手动 提 过 两次 ， 都 是 略德 秒 提 ， 速度 很快 的,1
15484,我 自己 手动 提 过 ， 都 是 秒 提 ， 速度 很快 的,1
15485,我 自己 舒适型 提 过 两次 ， 都 是 秒 提 ， 速度 很快 的,1
15486,我 自己 手动 提 过 两次 ， 都 ， 秒 提 是 速度 很快 的,1
15487,我 自己 手动 提 过 两次 ， 都 是 秒 提 ， 速度 很快 的,1
15488,这点 额度 也 算 高 ？ ？ ？ 菜卡,0
15489,这点 总金额 也 算 高 ？ ？ ？ 菜卡,0
15490,这点 不但 额度 也 算 高 ？ ？ ？ 菜卡,0
15491,这点 额度 也 高 ？ ？ ？ 菜卡,0
15492,这点 够 额度 也 算 高 ？ ？ ？ 菜卡,0
15493,早先 额度 也 算 高 ？ ？ ？ 菜卡,0
15494,这点 ？ 也 算 高 额度 ？ ？ 菜卡,0
15495,这点 额度 也 算 高 ？ ？ ？ 菜卡,0
15496,姐 的 ， 一顿 操作 最后 提额 失败,0
15497,的 ， 操作 最后 提额 失败,0
15498,妹 的 ， 一顿 操作 最后 暴打 提额 失败,0
15499,妹 的 ， 一顿 操作 最后 古尔邦节 失败,0
15500,妹 的 ， 一顿 最后 操作 提额 失败,0
15501,妹 的 夫婿 ， 一顿 操作 最后 提额 失败,0
15502,妹 失败 ， 一顿 操作 最后 提额 的,0
15503,妹 的 ， 一顿 操作 最后 提额 失败,0
15504,失望 就 注销 ， 银行 看不起人 ， 踏马 的,0
15505,失望 就 注销 ， 和 银行 看不起人 ， 踏马 的,0
15506,失望 就 看不起人 ， 银行 注销 ， 踏马 的,0
15507,失望 就 注销 ， 银行 看不起人 ， 城商行 踏马 的,0
15508,失望 就 冻结 ， 银行 看不起人 ， 踏马 的,0
15509,失望 就 注销 ， 银行 看不起人 ， 踏马,0
15510,失望 就 注销 ， 银行 看不起人 ， 的 踏马,0
15511,失望 就 注销 ， 银行 看不起人 ， 踏马 的,0
15512,优良 这么 优秀,1
15513,这么 优秀,1
15514,这么 优秀,1
15515,这么 优秀青年,1
15516,优秀 这么,1
15517,这么 杰出,1
15518,这么 这样 优秀,1
15519,这么 优秀,1
15520,邮政 客服 原定 说 不能 电话 预定 ， 我 真是 服 接线员 了 邮政 客服 就 没有 统一 的 答案 ， 太坑 了,0
15521,邮政 客服 说 不能 电话 暂定 ， 我 真是 服 了 邮政 客服 就 没有 区域化 的 答案 ， 太坑 了,0
15522,邮政 客服 说 不能 电话 答案 ， 我 了 服 了 邮政 客服 就 没有 统一 的 预定 ， 太坑 真是,0
15523,客服 客服 真是 不能 电话 预定 ， 我 说 服 了 邮政 邮政 就 没有 统一 的 答案 ， 太坑 了,0
15524,邮政 客服 不能 电话 预定 ， 我 真是 服 了 邮政 客服 就 没有 统一 的 答案 太坑 了,0
15525,邮政 客服 说 不能 电话 预定 ， 我 真是 迪容 陈小姐 服 了 邮政 客服 就 没有 统一 的 答案 ， 太坑 了,0
15526,邮政 客服 说 不能 电话 预定 ， 我 真是 服 了 邮政 客服 就 没有 答案 ， 太坑 了,0
15527,邮政 客服 说 不能 电话 预定 ， 我 真是 服 了 邮政 客服 就 没有 统一 的 答案 ， 太坑 了,0
15528,朋友 没有 ， 还 有 ， 信用卡 额度 我 不错 哦,1
15529,朋友 没有 ， 我 有 ， 信用卡 额度 还 令人满意 哦,1
15530,朋友 没有 ， 我 有 ， 信用卡 额度 也 不错 哦,1
15531,朋友 没有 ， 我 有 额度 还 哦,1
15532,朋友 没有 ， 我 有 ， 信用卡 银行卡 额度 还 不错 哦,1
15533,朋友 没有 信用卡 我 有 ， ， 额度 还 不错 哦,1
15534,朋友 没有 我 有 ， 信用卡 还 不错 哦,1
15535,朋友 没有 ， 我 有 ， 信用卡 额度 还 不错 哦,1
15536,平安 存折 储蓄卡 和 信用卡 建议 你 都 办 ， 活动 蛮多,1
15537,平安 储蓄卡 和 信用卡 建议 你 办 都 ， 活动 蛮多,1
15538,平安 储蓄卡 和 信用卡 建议 你 都 办 ， 强烈建议 活动 蛮多,1
15539,平安 办 和 信用卡 建议 你 都 储蓄卡 ， 活动 蛮多,1
15540,平安 储蓄卡 和 借记卡 建议 你 都 办 ， 活动 蛮多,1
15541,平安 储蓄卡 和 信用卡 你 都 活动 蛮多,1
15542,平安 储蓄卡 信用卡 建议 你 都 办 ， 活动 蛮多,1
15543,平安 储蓄卡 和 信用卡 建议 你 都 办 ， 活动 蛮多,1
15544,对 ， 就是 骗 我 。 没有 极细 单位 工作 ？ 在 深圳 ， 你 是,0
15545,对 ， 就是 骗 我 单位 没有 固定 。 工作 ？ 在 深圳 ， 你 是,0
15546,对 ， 就是 骗 我 。 没有 固定 单位 工作 在 深圳 ， 你 是,0
15547,对 ， 就是 骗 我 。 没有 骗 固定 单位 工作 ？ 在 深圳 ， 你 是,0
15548,对 ， 就是 我 。 没有 单位 工作 ？ 在 深圳 ， 你 是,0
15549,对 ， 就是 骗 我 。 没有 一般来说 单位 工作 ？ 在 深圳 ， 你 是,0
15550,处室 对 ， 就是 骗 我 。 没有 固定 单位 工作 ？ 在 深圳 ， 你 是,0
15551,对 ， 就是 骗 我 。 没有 固定 单位 工作 ？ 在 深圳 ， 你 是,0
15552,平安 是 恶心 ， 我 听过 贷款 人员 讲过 ， 你 这 16 多个 里 ， 有 个 是 他们 赚 的,0
15553,平安 是 恶心 ， 我 听过 贷款 人员 讲过 ， 你 这 16 多个 里 ， 的 5 个 是 有 赚 他们,0
15554,平安 是 ， 我 贷款 人员 讲过 ， 你 这 16 多个 ， 有 个 是 他们 赚 的,0
15555,平安 是 恶心 ， 我 听过 贷款 员 讲过 ， 你 这 16 数百个 里 ， 有 5 个 是 他们 赚 的,0
15556,平安 是 恶心 ， 我 听过 贷款 人员 讲过 ， 你 这 16 多个 里 ， 有 5 个 是 他们 赚 的,0
15557,平安 担保 是 恶心 ， 我 听过 贷款 人员 讲过 ， 你 这 16 多个 里 ， 有 5 个 是 脑子里 他们 赚 的,0
15558,平安 是 恶心 5 我 听过 贷款 人员 的 ， 你 这 16 多个 里 ， 有 ， 个 是 他们 赚 讲过,0
15559,平安 是 恶心 ， 我 听过 贷款 人员 讲过 ， 你 这 16 多个 里 ， 有 5 个 是 他们 赚 的,0
15560,别理 他 他 ， 有病,0
15561,别理 有病 ， 他,0
15562,有病 他 ， 别理,0
15563,他 ， 有病,0
15564,别理 他 ， 有病,0
15565,定入 他 ， 有病,0
15566,别理 他 ， 这回 有病,0
15567,别理 他 ， 有病,0
15568,一天 好 了 ， 工行 效率 还是 蛮高 的,1
15569,等 一天 就 好 了 ， 农行 的 效率 还是 蛮高 的,1
15570,等 一天 就 好 了 ， 工行 的 效率 还是 蛮高 的,1
15571,等 一天 就 不好 好 了 ， 工行 的 效率 还是 蛮高 的,1
15572,等 一天 就 好 了 ， 工行 的 了用 效率 还是 蛮高 的,1
15573,等 一天 就 了 ， 工行 的 还是 蛮高 的,1
15574,等 一天 就 好 了 ， 工行 的 效率 还是 沈林 的,1
15575,等 一天 就 好 了 ， 工行 的 效率 还是 蛮高 的,1
15576,我 严重 怀疑 到期 会有 一波人 不续 卡 （ 和 渣打 一样 到期 终结 ）,0
15577,我 严重 怀疑 到期 会有 一波人 等应 卡 （ 和 渣打 一样 到期 结束 ）,0
15578,我 严重 怀疑 到期 会有 一波人 卡 （ 渣打 一样 到期 结束 ）,0
15579,我 严重 怀疑 到期 会有 一波人 不续 卡 （ 和 一样 渣打 到期 结束 ）,0
15580,我 严重 怀疑 到期 会有 一波人 不续 卡 （ 等应 和 渣打 一样 到期 结束 ）,0
15581,我 严重 告一段落 怀疑 到期 会有 一波人 不续 卡 （ 和 渣打 一样 到期 结束 ）,0
15582,我 严重 怀疑 到期 会有 不续 （ 和 渣打 一样 到期 结束 ）,0
15583,我 严重 怀疑 到期 会有 一波人 不续 卡 （ 和 渣打 一样 到期 结束 ）,0
15584,我 是不是 该 换卡 种 了 ， 提额 太慢 比较慢 了,0
15585,我 是不是 该 机主 种 了 ， 提额 太慢 了,0
15586,我 是不是 该 换卡 种 了 提额 太慢 了,0
15587,是不是 我 该 换卡 种 了 ， 提额 太慢 了,0
15588,我 是不是 该 换卡 种 了 ， 提额 太慢 了,0
15589,我 是不是 该 换卡 种 了 ， 提额 跟不上 了,0
15590,我 是不是 该 换卡 种 了 ， 提额 要是 太慢 了,0
15591,我 是不是 该 换卡 种 了 ， 提额 太慢 了,0
15592,卡 全都 没 激活 ， 就 开始 变小 气 了,0
15593,卡 都 没 激活 ， 就 开始 变小 气 了,0
15594,卡 都 没 直到 激活 ， 就 开始 变小 气 了,0
15595,卡 都 没 激活 ， 开始 就 变小 气 了,0
15596,卡 都 没 激活 ， 就 开始 变小 了,0
15597,开始 都 没 激活 ， 就 卡 变小 气 了,0
15598,卡 都 没 激活 ， 就 开始 变小 气儿 了,0
15599,卡 都 没 激活 ， 就 开始 变小 气 了,0
15600,还 了用 没过 ？ 太难 了,0
15601,还 没过 ？ 太难 了,0
15602,？ 没过 还 太难 了,0
15603,还 没过 了让 ？ 太难 了,0
15604,确实 没过 ？ 太难 了,0
15605,还 没过 ？ 了 太难,0
15606,还 没过 ？ 太难 了,0
15607,还 没过 ？ 太难 了,0
15608,超过 取消 天 ， 90 ? 太难 了,0
15609,太难 90 天 ， 取消 ? 超过 了,0
15610,超过 四天 90 天 ， 取消 ? 太难 了,0
15611,超过 90 天 ， 取消 ? 太难 了,0
15612,超过 90 天 ， 取消 ? Ensisheim 了,0
15613,超过 90 天 ， 取消 ? 扁角龙 了,0
15614,超过 90 天 ， 取消 ? 超过 太难 了,0
15615,超过 90 天 ， 取消 ? 太难 了,0
15616,不要 再接 他 的 电话 了 ， 烦死 会 你,0
15617,不要 再接 他 烦死 电话 了 ， 会 的 你,0
15618,不要 再接 他 的 电话 了 ， 会 烦死 你,0
15619,不要 他 的 电话 了 ， 会 烦死 你,0
15620,再接 他 的 电话 了 ， 会 烦死 你,0
15621,不要 再接 他 的 电话 了 小瞧 ， 会 烦死 你,0
15622,不要 再接 他 的 电话 了 ， 要 烦死 你,0
15623,不要 再接 他 的 电话 了 ， 会 烦死 你,0
15624,警告 15 天 严重 招商 还款 ? ? 封卡 威胁,0
15625,招商 15 天 还款 警告 严重 ? ? 封卡 威胁,0
15626,招商 15 天 严重 劝喻 警告 还款 ? ? 封卡 威胁,0
15627,招商 15 天 严重 警告 还款 ? ? 封卡 威胁,0
15628,招商 15 天 严重 警告 还款 ? ? 威胁,0
15629,招商 15 天 大面积 警告 还款 ? ? 封卡 威胁,0
15630,招商 15 天 严重 警告 借款 ? ? 封卡 威胁,0
15631,招商 15 天 严重 警告 还款 ? ? 封卡 威胁,0
15632,第二次 用卡 ， 银行 需要 验证 再来 ， 没问题 的 ！ 我 也 一样 ， 都 提 了 好几次 额 了 ， 开心,1
15633,第一次 用卡 ， 银行 需要 验证 一下 ， 没问题 的 ！ 我 一样 ， 都 提 了 额 了 ， 开心,1
15634,第一次 用卡 ， 了像 银行 需要 不太能 验证 一下 ， 没问题 的 ！ 我 也 一样 ， 都 提 了 好几次 额 了 ， 开心,1
15635,第一次 用卡 ， 银行 需要 城商行 验证 一下 ， 没问题 的 ！ 我 也 一样 ， 能够 都 提 了 好几次 额 了 ， 开心,1
15636,第一次 用卡 ， 银行 需要 验证 一下 ！ 我 也 一样 提 了 好几次 额 了 ， 开心,1
15637,第一次 用卡 ， 银行 需要 验证 一下 ， 没问题 的 开心 我 也 一样 ， 都 提 了 好几次 了 额 ， ！,1
15638,那次 用卡 ， 银行 需要 验证 一下 ， 没问题 的 ！ 我 也 一样 ， 都 提 了 好几次 额 了 ， 开心,1
15639,第一次 用卡 ， 银行 需要 验证 一下 ， 没问题 的 ！ 我 也 一样 ， 都 提 了 好几次 额 了 ， 开心,1
15640,卡 没 激活 ， 开始 变得 佩 小气,0
15641,卡 没 激活 ， 开始 显得 小气,0
15642,卡 没 激活 ， 开始 变得 小气,0
15643,卡 没 变得 ， 开始 激活 小气,0
15644,， 没 激活 卡 开始 变得 小气,0
15645,卡 不想 激活 ， 开始 变得 小气,0
15646,卡 没 激活 ， 开始 变得,0
15647,卡 没 激活 ， 开始 变得 小气,0
15648,刷 了 三十万 多 ， 也 没 说 不让 我刷 不仅 啊 ， 交通 还 不错,1
15649,刷 了 三十万 多 ， 也 没 说 不让 ， 还 不错,1
15650,三十万 了 刷 多 ， 也 没 说 不让 我刷 啊 ， 交通 还 不错,1
15651,刷 了 三十万 多 ， 也 没 说 不让 我刷 啊 ， 交通 还 不错,1
15652,刷 了 三十万 多 ， 也 不了 说 不让 我刷 啊 ， 交通 还 不错,1
